"feature.1","feature.2","correlation","p_value"
"Democratic Votes 2012","Voting Power",0.959403509271466,0
"Democratic Votes 2008","Voting Power",0.95920072759566,0
"Democratic Votes 2016","Voting Power",0.958704968915437,0
"Republican Votes 2008","Total Votes 2016",0.953625537221537,0
"Republican Votes 2008","Total Votes 2012",0.950234980174532,0
"Republican Votes 2012","Total Votes 2016",0.948366284670714,0
"Democratic Vote Fraction 2016","Democratic Vote Fraction 2012",0.947664482988928,0
"Republican Votes 2008","Total Votes 2008",0.946598993927965,0
"Republican Votes 2008","Voting Age Population",0.944079601966055,0
"Republican Votes 2012","Total Votes 2012",0.942337881920224,0
"Republican Votes 2008","Voting Power",0.941736681996818,0
"Republican Vote Fraction 2012","Democratic Vote Fraction 2016",-0.941463173529149,0
"Republican Votes 2012","Total Votes 2008",0.936703196572973,0
"Republican Vote Fraction 2016","Democratic Vote Fraction 2012",-0.934847230594977,0
"Republican Vote Fraction 2016","Republican Vote Fraction 2012",0.934482007114738,0
"Republican Votes 2012","Voting Power",0.933782188495802,0
"Republican Votes 2012","Voting Age Population",0.932466193475528,0
"Republican Votes 2016","Total Votes 2016",0.93066485201109,0
"Republican Votes 2008","Population",0.930293019673073,0
"Other Votes 2012","Voting Power",0.928860155546958,0
"Other Votes 2012","Total Votes 2012",0.924606268669583,0
"Other Votes 2012","Voting Age Population",0.924493271675641,0
"Other Votes 2012","Total Votes 2008",0.923834024226466,0
"Other Votes 2012","Population",0.922444864452981,0
"Child Poverty","Poverty Rate",0.921574537760021,0
"At Least Bachelor Degree","Graduate Degree",0.921049729280968,0
"Other Parties Votes 2016","Voting Power",0.91856880644468,0
"Avg. No. of Physically Unhealthy Day","Avg. No. of Mentally Unhealthy Day",0.918330305185993,0
"Other Votes 2008","Total Votes 2008",0.91825139407665,0
"Other Votes 2008","Total Votes 2012",0.917500811835,0
"Republican Votes 2012","Population",0.916937951866403,0
"Other Parties Votes 2016","Other Votes 2012",0.915182456959872,0
"Other Votes 2008","Voting Power",0.91433152864935,0
"Other Parties Votes 2016","Total Votes 2012",0.914319841790219,0
"Other Votes 2008","Voting Age Population",0.913265711219817,0
"Democratic Vote Fraction 2016","Democratic Vote Fraction 2008",0.91154370711692,0
"Republican Votes 2016","Total Votes 2012",0.911394573454385,0
"Other Parties Votes 2016","Total Votes 2016",0.910145346756483,0
"Other Votes 2008","Population",0.909693991904438,0
"Other Parties Votes 2016","Total Votes 2008",0.908954523151871,0
"Republican Vote Fraction 2016","Democratic Vote Fraction 2008",-0.908452182758881,0
"Democratic Votes 2012","Other Votes 2012",0.907436455511332,0
"Other Parties Votes 2016","Other Votes 2008",0.906955174069358,0
"Democratic Votes 2008","Other Votes 2012",0.906855352792948,0
"Republican Votes 2016","Total Votes 2008",0.905927915609345,0
"Democratic Votes 2008","Other Votes 2008",0.903089404510681,0
"Republican Votes 2012","Other Parties Votes 2016",0.902553785675024,0
"Democratic Votes 2012","Other Votes 2008",0.902265440893233,0
"Republican Vote Fraction 2016","Republican Vote Fraction 2008",0.901961475891866,0
"Other Parties Votes 2016","Voting Age Population",0.901334320633019,0
"Republican Votes 2016","Voting Age Population",0.899987194805017,0
"Republican Vote Fraction 2008","Democratic Vote Fraction 2016",-0.899448389541795,0
"Republican Votes 2016","Voting Power",0.898461873542923,0
"Other Votes 2012","Total Votes 2016",0.895751369759678,0
"Republican Votes 2008","Other Parties Votes 2016",0.895535723934035,0
"Democratic Votes 2016","Other Votes 2012",0.889537929262964,0
"Other Parties Votes 2016","Population",0.889452191353392,0
"Other Votes 2008","Total Votes 2016",0.886662590118443,0
"Children Under 6 Living in Poverty","Child Poverty",0.886082185843415,0
"Republican Votes 2016","Population",0.879240307691544,0
"Democratic Votes 2016","Other Votes 2008",0.87811778056051,0
"Republican Votes 2008","Democratic Votes 2016",0.876998302974895,0
"Democratic Votes 2016","Other Parties Votes 2016",0.871867390932298,0
"Democratic Votes 2008","Other Parties Votes 2016",0.870730777144334,0
"Republican Votes 2008","Other Votes 2012",0.870283572192503,0
"Republican Votes 2008","Democratic Votes 2008",0.869619589886418,0
"Republican Votes 2008","Democratic Votes 2012",0.869463182964547,0
"Democratic Votes 2012","Other Parties Votes 2016",0.868731820588619,0
"Republican Votes 2012","Democratic Votes 2016",0.866255966693359,0
"Republican Votes 2008","Other Votes 2008",0.860903510900214,0
"Republican Votes 2012","Other Votes 2012",0.860903483654932,0
"Republican Votes 2012","Democratic Votes 2008",0.855878831289398,0
"Republican Votes 2012","Democratic Votes 2012",0.855815714472182,0
"White not Latino Population","Homogeneity Index",0.854257756055068,0
"Republican Votes 2016","Other Parties Votes 2016",0.854051236750014,0
"Republican Votes 2012","Other Votes 2008",0.852061570924091,0
"Republican Win 2012","Republican Win 2008",0.835046172894166,0
"Republican Votes 2016","Democratic Votes 2016",0.834176715450407,0
"Republican Votes 2016","Democratic Votes 2008",0.818481612139209,0
"Republican Votes 2016","Democratic Votes 2012",0.817867609522916,0
"Children Under 6 Living in Poverty","Poverty Rate",0.816884783818672,0
"Avg. No. of Physically Unhealthy Day","Adult Smoking Rate",0.795501439055616,0
"Republican Votes 2016","Other Votes 2012",0.794611678357172,0
"Republican Votes 2016","Other Votes 2008",0.79065732611333,0
"Management, Professional, and Related Occupations","At Least Bachelor Degree",0.789259542797186,0
"Republican Win 2008","Democratic Vote Fraction 2008",-0.772683292124755,0
"Republican Win 2016","Democratic Vote Fraction 2016",-0.772351683631268,0
"Republican Win 2012","Democratic Vote Fraction 2016",-0.771339433951273,0
"Republican Win 2008","Republican Vote Fraction 2008",0.770352748495993,0
"Republican Win 2016","Republican Win 2012",0.768295223852785,0
"Republican Win 2012","Republican Vote Fraction 2016",0.767231691974902,0
"Republican Win 2008","Republican Vote Fraction 2012",0.765895473929655,0
"Republican Win 2008","Democratic Vote Fraction 2012",-0.765718060231332,0
"Republican Win 2016","Republican Vote Fraction 2016",0.763663364214859,0
"Republican Win 2012","Democratic Vote Fraction 2012",-0.762130378796761,0
"Republican Win 2012","Republican Vote Fraction 2012",0.759481404204405,0
"Poverty Rate","Avg. No. of Physically Unhealthy Day",0.758329282260108,0
"Other Vote Fraction 2012","Other Vote Fraction 2008",0.757238826355772,0
"Republican Win 2008","Republican Vote Fraction 2016",0.747255270660169,0
"Life Expectancy","Avg. No. of Physically Unhealthy Day",-0.74578584299467,0
"Avg. No. of Mentally Unhealthy Day","Adult Smoking Rate",0.742165233958983,0
"Republican Win 2008","Democratic Vote Fraction 2016",-0.740710371440782,0
"Republican Win 2012","Democratic Vote Fraction 2008",-0.735646570401055,0
"Children in Single Parent Households Rate","Homicide Rate",0.733443552291286,1.97234556634591e-206
"Avg. No. of Physically Unhealthy Day","Diabetes Rate",0.732362103881328,0
"Republican Win 2012","Republican Vote Fraction 2008",0.729012657671971,0
"Child Poverty","Diabetes Rate",0.721853202085106,0
"Less Than High School","Teen Birth Rate",0.71813445892182,0
"Child Poverty","Avg. No. of Physically Unhealthy Day",0.716868364872164,0
"African American Population","Homicide Rate",0.702461603005408,4.2250308266154e-182
"Life Expectancy","Adult Smoking Rate",-0.695587775478082,0
"Adults 65 and Older Living in Poverty","Poverty Rate",0.693250103977392,0
"Management, Professional, and Related Occupations","Graduate Degree",0.69322189493974,0
"Life Expectancy","Teen Birth Rate",-0.688173345610263,0
"Life Expectancy","Avg. No. of Mentally Unhealthy Day",-0.687966524037392,0
"Republican Win 2016","Democratic Vote Fraction 2012",-0.686940281419061,0
"Poverty Rate","Less Than High School",0.685220184382573,0
"Poverty Rate","Diabetes Rate",0.684621796098866,0
"Republican Win 2016","Republican Vote Fraction 2012",0.684302384964084,0
"Life Expectancy","Infant Mortality",-0.68121875571044,2.33919901981537e-182
"Life Expectancy","Diabetes Rate",-0.680752235578227,0
"Less Than High School","Diabetes Rate",0.67915998733126,0
"Less Than High School","Avg. No. of Physically Unhealthy Day",0.678513638366401,0
"Low Birth Weight Rate","Homicide Rate",0.676895357922194,2.76837111024005e-164
"Child Poverty","Teen Birth Rate",0.676734728859306,0
"Republican Win 2016","Republican Win 2008",0.676565008838787,0
"African American Population","Low Birth Weight Rate",0.676445433754404,0
"Diabetes Rate","Homicide Rate",0.667320505100689,4.54706814056751e-158
"White not Latino Population","Sexually Transmitted Infections Rate",-0.66602357035231,0
"Unemployment Rate","Avg. No. of Mentally Unhealthy Day",0.663883451469406,0
"African American Population","Children in Single Parent Households Rate",0.662095040774313,0
"Republican Win 2016","Democratic Vote Fraction 2008",-0.661893629717294,0
"Child Poverty","Homicide Rate",0.66122854868292,3.11142104184164e-154
"Less Than High School","Life Expectancy",-0.660513962046147,0
"Child Poverty","Less Than High School",0.659344709679637,0
"Infant Mortality","Low Birth Weight Rate",0.65767550319621,7.76122783412834e-166
"Adults 65 and Older Living in Poverty","Less Than High School",0.657003254125983,0
"Management, Professional, and Related Occupations","Production, Transportation, and Material moving Occupations",-0.656049028748473,0
"Republican Win 2016","Republican Vote Fraction 2008",0.653050257646265,0
"Sexually Transmitted Infections Rate","Homicide Rate",0.652129924221092,1.50166689664061e-148
"Median Earning","Poverty Rate",-0.649957369381392,0
"Child Poverty","Life Expectancy",-0.648121139462103,0
"Teen Birth Rate","Diabetes Rate",0.645901880992644,0
"Poverty Rate","Life Expectancy",-0.645880347691032,0
"Children in Single Parent Households Rate","Sexually Transmitted Infections Rate",0.644278937211819,0
"Poverty Rate","Teen Birth Rate",0.642618669250284,0
"Poverty Rate","Adult Smoking Rate",0.642007608043029,0
"Children Under 6 Living in Poverty","Diabetes Rate",0.639635928103075,0
"Unemployment Rate","Avg. No. of Physically Unhealthy Day",0.637713648869792,0
"Life Expectancy","Homicide Rate",-0.637657812573326,3.30550715905552e-140
"White not Latino Population","African American Population",-0.636634093029331,0
"Children Under 6 Living in Poverty","Avg. No. of Physically Unhealthy Day",0.635993238032508,0
"Avg. No. of Physically Unhealthy Day","Teen Birth Rate",0.632677917505116,0
"Life Expectancy","Adult Obesity Rate",-0.626649400715116,0
"Avg. No. of Mentally Unhealthy Day","Diabetes Rate",0.624767765771262,0
"Children Under 6 Living in Poverty","Homicide Rate",0.622534369640516,7.77564283504574e-132
"Adult Smoking Rate","Adult Obesity Rate",0.622191555742308,0
"Child Poverty","Children in Single Parent Households Rate",0.62204112013931,0
"Life Expectancy","Low Birth Weight Rate",-0.619801076266685,6.1521054220152e-320
"At Least Bachelor Degree","Adult Obesity Rate",-0.619108690821381,0
"Poverty Rate","Avg. No. of Mentally Unhealthy Day",0.618790646372708,0
"Poverty Rate","Homicide Rate",0.617396736265359,4.27674856055695e-129
"African American Population","Sexually Transmitted Infections Rate",0.6169070826538,1.32363932725873e-307
"Less Than High School","At Least Bachelor Degree",-0.616773526500555,0
"Children Under 6 Living in Poverty","Teen Birth Rate",0.611487230814774,7.95020193173647e-309
"Adults 65 and Older Living in Poverty","Diabetes Rate",0.609124283282303,2.74832762437387e-315
"White not Latino Population","Latino Population",-0.604752950936356,1.03060046210766e-309
"Poverty Rate","Children in Single Parent Households Rate",0.604144511794328,6.25130219829521e-309
"Children in Single Parent Households Rate","Diabetes Rate",0.603378788394557,6.00931885378973e-308
"Production, Transportation, and Material moving Occupations","At Least Bachelor Degree",-0.603227439135179,1.17781413881008e-307
"Teen Birth Rate","Uninsured Rate",0.600442015784715,5.67519894728553e-295
"Child Poverty","Adult Smoking Rate",0.599789495208717,2.24120682438971e-303
"Child Poverty","Avg. No. of Mentally Unhealthy Day",0.599460797833398,5.83772442434148e-303
"Child Poverty","Adults 65 and Older Living in Poverty",0.595257855448504,1.36517788724689e-297
"Democratic Vote Fraction 2016","White not Latino Population",-0.591707458178461,2.72124196927975e-293
"African American Population","Homogeneity Index",-0.590818395797062,3.36270582392091e-292
"Infant Mortality","Children in Single Parent Households Rate",0.589168295091395,2.71386527845706e-125
"At Least Bachelor Degree","Life Expectancy",0.588385627738325,3.88658411756763e-289
"Adults 65 and Older Living in Poverty","Homicide Rate",0.587716126518093,3.26913348163672e-114
"Infant Mortality","Diabetes Rate",0.585378273069084,2.50535935675288e-123
"Avg. No. of Mentally Unhealthy Day","Winter Avg. Precipitation",0.583471269486851,3.54994018282608e-237
"Infant Mortality","Homicide Rate",0.583456975212411,1.91689394343786e-96
"Management, Professional, and Related Occupations","Less Than High School",-0.580240547412527,2.24073187078757e-279
"Homogeneity Index","Winter Avg. Temperature",-0.579422778625161,6.69172078937222e-155
"Low Birth Weight Rate","Children in Single Parent Households Rate",0.578738921451713,1.53514560033789e-269
"Children Under 6 Living in Poverty","Life Expectancy",-0.57665845367681,2.94119459461433e-275
"Low Birth Weight Rate","Diabetes Rate",0.57631941133886,8.6129876716373e-267
"White not Latino Population","Children in Single Parent Households Rate",-0.574971855037627,2.70102007517216e-273
"Median Earning","Child Poverty",-0.573862322417969,7.76774229473366e-272
"Children Under 6 Living in Poverty","Less Than High School",0.573353616761417,2.45964471832523e-271
"Adult Smoking Rate","Diabetes Rate",0.571960771079993,8.08695062016563e-270
"Child Poverty","Infant Mortality",0.569041562344321,3.80672275730348e-115
"Gini Coefficient","Poverty Rate",0.56897147943951,2.1056979429076e-266
"Teen Birth Rate","Homicide Rate",0.568755902684398,1.74980171451279e-105
"Winter Avg. Precipitation","Winter Avg. Temperature",0.568317344233439,4.19622949347409e-132
"Homogeneity Index","Sexually Transmitted Infections Rate",-0.56617720812944,1.25819933366785e-248
"Children Under 6 Living in Poverty","Infant Mortality",0.566167287230154,9.39713363135041e-114
"Infant Mortality","Adult Obesity Rate",0.564721375516544,4.65909454162249e-113
"Poverty Rate","Unemployment Rate",0.564333676536501,3.57835447152808e-261
"Unemployment Rate","Diabetes Rate",0.564104691409939,6.45317587759011e-261
"At Least Bachelor Degree","Diabetes Rate",-0.563564265216857,3.13636299726193e-260
"Children Under 6 Living in Poverty","Children in Single Parent Households Rate",0.562912820702401,1.37876238974528e-259
"White not Latino Population","Homicide Rate",-0.562613703484319,8.92449050380757e-103
"Child Poverty","Unemployment Rate",0.56241439331301,4.94260848521848e-259
"Life Expectancy","Children in Single Parent Households Rate",-0.561065104191088,1.5495895327763e-257
"Less Than High School","Uninsured Rate",0.560439774486039,9.18885815287586e-257
"At Least Bachelor Degree","Teen Birth Rate",-0.558097503525639,1.7518373404808e-246
"Infant Mortality","Adult Smoking Rate",0.557970535907466,7.40556623486001e-110
"Avg. No. of Physically Unhealthy Day","Children in Single Parent Households Rate",0.557140992365654,3.18267319566975e-253
"White not Latino Population","Winter Avg. Temperature",-0.556331862060838,1.98038799425897e-140
"African American Population","Infant Mortality",0.548265748910674,2.21134524857844e-105
"Sexually Transmitted Infections Rate","Crime Rate",0.547919109449859,2.00951518342856e-220
"Uninsured Rate","Winter Avg. Temperature",0.547557388948642,3.18744877669449e-135
"Children Under 6 Living in Poverty","Adult Smoking Rate",0.546683770298292,5.22370625849268e-242
"Graduate Degree","Adult Obesity Rate",-0.54597893310269,3.44050596243563e-241
"Adults 65 and Older Living in Poverty","Avg. No. of Physically Unhealthy Day",0.545904349206269,4.12078285436312e-241
"Adult Obesity Rate","Diabetes Rate",0.544039162414665,3.10344125548123e-239
"Republican Vote Fraction 2016","White not Latino Population",0.542962628365846,4.11065257608862e-238
"Child Poverty","Low Birth Weight Rate",0.542530614136238,1.08181958333087e-230
"Median Earning","Children Under 6 Living in Poverty",-0.537420947441709,2.97902797731104e-232
"Teen Birth Rate","Children in Single Parent Households Rate",0.535440264578747,2.07932087584928e-223
"Unemployment Rate","Winter Avg. Precipitation",0.534567163665675,3.42729764543934e-192
"Republican Vote Fraction 2016","Graduate Degree",-0.533506779060131,2.34102553878982e-228
"African American Population","HIV Prevalence Rate",0.532121466501864,9.79522944096152e-171
"Unemployment Rate","Children in Single Parent Households Rate",0.531576374438375,1.72076208849503e-226
"Children Under 6 Living in Poverty","Avg. No. of Mentally Unhealthy Day",0.531324331916042,3.07591405185496e-226
"Adults 65 and Older Living in Poverty","Teen Birth Rate",0.530673840763668,9.2848026350877e-219
"Avg. No. of Physically Unhealthy Day","Homicide Rate",0.529321905093161,4.8210467497023e-89
"Management, Professional, and Related Occupations","Life Expectancy",0.528661833508659,1.3794415529561e-223
"Median Earning","At Least Bachelor Degree",0.528001166011002,8.63202751672336e-223
"Poverty Rate","Low Birth Weight Rate",0.525668108866592,3.63687955351222e-214
"Less Than High School","Winter Avg. Temperature",0.525115370896369,1.62052749398048e-122
"Adults 65 and Older Living in Poverty","Life Expectancy",-0.525076781706991,5.5355251669452e-220
"Asian American Population","Other race(s) Population",0.524949833958311,6.27172202828749e-220
"Less Than High School","Avg. No. of Mentally Unhealthy Day",0.524782311634265,1.07499560354375e-219
"African American Population","Diabetes Rate",0.52469466109578,1.11470080723459e-219
"Other Parties Vote Fraction 2016","Diabetes Rate",-0.524112164534934,4.13547809587882e-219
"Avg. No. of Mentally Unhealthy Day","Children in Single Parent Households Rate",0.524048703257149,4.76968338730511e-219
"Voting Power","Asian American Population",0.521831366710442,6.84321505592937e-217
"Democratic Votes 2016","Asian American Population",0.519223789384195,2.24503896670071e-214
"Avg. No. of Physically Unhealthy Day","Low Birth Weight Rate",0.519012526854434,6.77079214723898e-208
"Crime Rate","Homicide Rate",0.518378996683801,7.03908615272269e-83
"Total Votes 2016","Asian American Population",0.517789523795862,5.31833991262541e-213
"Teen Birth Rate","Adult Smoking Rate",0.517752581321859,1.60491441122663e-206
"Asian American Population","Graduate Degree",0.517718412066614,7.27075799255659e-213
"Infant Mortality","Teen Birth Rate",0.517165815440968,5.47102462566441e-92
"Unemployment Rate","Life Expectancy",-0.515820978471884,3.99641574181672e-211
"Management, Professional, and Related Occupations","Teen Birth Rate",-0.515525322635094,1.82786738255308e-204
"Other Vote Fraction 2008","Winter Avg. Temperature",-0.515317153449506,2.31798936146679e-117
"Other Parties Vote Fraction 2016","Other Vote Fraction 2012",0.512105835736139,1.28392171808173e-207
"Children Under 6 Living in Poverty","Adults 65 and Older Living in Poverty",0.511252838336237,9.40711217614825e-207
"Poverty Rate","Infant Mortality",0.510729379059942,2.18846068077387e-89
"Asian American Population","At Least Bachelor Degree",0.510463665142061,5.13414182189122e-206
"Production, Transportation, and Material moving Occupations","Graduate Degree",-0.510253547151096,8.06066743260242e-206
"Other Parties Votes 2016","Asian American Population",0.50973906603157,2.08959602924039e-205
"Less Than High School","Adult Smoking Rate",0.509298846982376,6.23386541213057e-205
"Total Votes 2012","Asian American Population",0.508618269897691,2.29755911564075e-204
"Total Votes 2008","Asian American Population",0.507078999271852,6.09401065544853e-203
"Other Votes 2012","Asian American Population",0.506806104520045,1.08776759512002e-202
"Low Birth Weight Rate","Teen Birth Rate",0.506607670042676,6.72031899432015e-195
"Homogeneity Index","Crime Rate",-0.505865609041235,2.99305939043668e-192
"Democratic Votes 2012","Asian American Population",0.504479995925395,1.48645346721347e-200
"Democratic Vote Fraction 2016","African American Population",0.503345441206648,1.61363378941197e-199
"Age Dependency Ratio","Median Age",0.503149911482109,2.43161654894675e-199
"Life Expectancy","Winter Avg. Temperature",-0.503023412425389,4.83836817407478e-111
"Democratic Votes 2008","Asian American Population",0.502667481290138,6.68037589043148e-199
"African American Population","Life Expectancy",-0.501532170736812,7.15990750392932e-198
"Voting Age Population","Asian American Population",0.499535932097513,4.53680271986953e-196
"Republican Win 2016","White not Latino Population",0.498437153122468,4.39979365752614e-195
"Democratic Vote Fraction 2016","Sexually Transmitted Infections Rate",0.498433778308967,2.81779198022193e-184
"White not Latino Population","Teen Birth Rate",-0.497767406461262,1.32806322259356e-188
"Democratic Vote Fraction 2016","Graduate Degree",0.496602224538934,2.21158043934169e-193
"Diabetes Rate","Winter Avg. Temperature",0.495462267423872,2.78648618548314e-107
"Management, Professional, and Related Occupations","Avg. No. of Physically Unhealthy Day",-0.495306052012874,2.72518511156579e-192
"Adult Smoking Rate","Homicide Rate",0.495226863596267,1.75937893875864e-76
"Production, Transportation, and Material moving Occupations","Adult Obesity Rate",0.494936015291976,5.80010329222907e-192
"Voting Participation Rate","Avg. No. of Physically Unhealthy Day",-0.494647672275698,1.04417612003388e-191
"Homogeneity Index","Children in Single Parent Households Rate",-0.494546755751259,1.28257007784939e-191
"Voting Participation Rate","Teen Birth Rate",-0.493887915929307,2.91939874249613e-185
"White not Latino Population","Crime Rate",-0.493480258005829,1.23143325988642e-181
"Less Than High School","Low Birth Weight Rate",0.492994138653821,1.28260384522293e-184
"Gini Coefficient","Child Poverty",0.492860917117464,3.94058589755116e-190
"Infant Mortality","Avg. No. of Physically Unhealthy Day",0.492671742507896,2.23795129061423e-82
"Republican Vote Fraction 2016","At Least Bachelor Degree",-0.492482374342653,9.74558794458792e-190
"Poverty Rate","Sexually Transmitted Infections Rate",0.492419072038807,3.08360867244257e-179
"Avg. No. of Physically Unhealthy Day","Winter Avg. Temperature",0.491177197567258,3.42426737991745e-105
"Adults 65 and Older Living in Poverty","Adult Smoking Rate",0.491052193659284,1.74665389613861e-188
"Children in Single Parent Households Rate","Crime Rate",0.490612355583461,3.065351739895e-179
"Population","Asian American Population",0.489696082196107,2.32055854752285e-187
"Less Than High School","Homicide Rate",0.489486553820217,1.9207762989723e-74
"Adult Obesity Rate","Homicide Rate",0.489479191752853,1.68397102606245e-74
"Other Votes 2008","Asian American Population",0.489097366011412,7.69750102366504e-187
"Children Under 6 Living in Poverty","Unemployment Rate",0.488733448482661,1.5935853315114e-186
"Voting Participation Rate","Less Than High School",-0.487244940999121,3.54767463827338e-185
"Diabetes Rate","Uninsured Rate",0.487206582015158,3.34306329877946e-185
"African American Population","Crime Rate",0.486678996635162,5.44226323468136e-176
"Children in Single Parent Households Rate","Adult Smoking Rate",0.485086340552709,2.23095669402192e-183
"Teen Birth Rate","Winter Avg. Temperature",0.483367517836711,9.40933164387804e-98
"White not Latino Population","HIV Prevalence Rate",-0.483074344159067,1.05759776157019e-136
"African American Population","Winter Avg. Temperature",0.482527265582492,4.60238631537057e-101
"Management, Professional, and Related Occupations","Adult Obesity Rate",-0.482321755637156,5.10533494072197e-181
"At Least Bachelor Degree","Adult Smoking Rate",-0.48155852473607,2.58809452269293e-180
"Median Earning","Management, Professional, and Related Occupations",0.481445289371165,3.68314094988253e-180
"Adults 65 and Older Living in Poverty","Infant Mortality",0.481296041665026,3.58750716725174e-78
"Avg. No. of Physically Unhealthy Day","Adult Obesity Rate",0.480756012329606,1.08336600619175e-179
"Graduate Degree","Teen Birth Rate",-0.480240140132831,8.7642374805293e-174
"Avg. No. of Physically Unhealthy Day","Winter Avg. Precipitation",0.479692134811104,8.53184481300437e-150
"Poverty Rate","Uninsured Rate",0.47925339060445,2.00244662215323e-178
"Management, Professional, and Related Occupations","Diabetes Rate",-0.477933013094503,2.5673984052786e-177
"Unemployment Rate","Homicide Rate",0.477731217704651,1.44465127697994e-70
"Other Parties Vote Fraction 2016","Life Expectancy",0.477541648077759,5.45701541427395e-177
"Other Parties Vote Fraction 2016","Other Vote Fraction 2008",0.477497346419258,5.94287101278766e-177
"Unemployment Rate","Less Than High School",0.476591948853818,3.85331610492356e-176
"Less Than High School","Graduate Degree",-0.476125319955332,9.42671274990346e-176
"Median Earning","Avg. No. of Physically Unhealthy Day",-0.475097993043063,7.6424692193957e-175
"Child Poverty","Uninsured Rate",0.47483022542593,9.86239395443655e-175
"Children Under 6 Living in Poverty","Low Birth Weight Rate",0.474723079544902,1.55137654355851e-169
"Low Birth Weight Rate","Winter Avg. Temperature",0.473700253440453,1.18536578041077e-93
"White not Latino Population","Poverty Rate",-0.473274401927146,1.90507098789194e-173
"Other Parties Vote Fraction 2016","Less Than High School",-0.473005424717159,3.60261897995609e-173
"School Enrollment","Teen Birth Rate",-0.47260898846478,1.27083811304993e-167
"At Least Bachelor Degree","Avg. No. of Physically Unhealthy Day",-0.471664095004678,4.55608114613372e-172
"Republican Votes 2008","Asian American Population",0.471211797924927,9.42928524070048e-172
"Other Vote Fraction 2008","Homogeneity Index",0.470217962424599,6.121231582066e-171
"Child Poverty","At Least Bachelor Degree",-0.469154061355396,5.09975904962067e-170
"Avg. No. of Mentally Unhealthy Day","Low Birth Weight Rate",0.469150815522284,4.25517387655411e-165
"Latino Population","Uninsured Rate",0.468295692693588,2.24127854020399e-169
"Low Birth Weight Rate","Sexually Transmitted Infections Rate",0.467783011937389,1.52403086929625e-158
"Other Parties Vote Fraction 2016","Winter Avg. Temperature",-0.467086674743246,5.54636631205836e-94
"Republican Votes 2012","Asian American Population",0.467012229270751,2.44885845351941e-168
"Other Vote Fraction 2008","White not Latino Population",0.466491204523647,6.44565733879106e-168
"Child Poverty","Sexually Transmitted Infections Rate",0.464044003911225,8.88572788996775e-157
"Homogeneity Index","HIV Prevalence Rate",-0.463862001089424,8.19090695727192e-125
"Infant Mortality","Avg. No. of Mentally Unhealthy Day",0.462620187668922,1.32771358689472e-71
"Sales and Office Occupations","Farming, Fishing, and Forestry Occupations",-0.462422196189301,1.16603307837608e-164
"Avg. No. of Mentally Unhealthy Day","Teen Birth Rate",0.462243086165331,1.49465758839878e-159
